"Peng M.","57217678473;","Outbreak of COVID-19: An emerging global pandemic threat",2020,"Biomedicine and Pharmacotherapy","129",, 110499,"","",,,"10.1016/j.biopha.2020.110499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087525104&doi=10.1016%2fj.biopha.2020.110499&partnerID=40&md5=a178aa8031d0b1000409b4173c6c092f","Since the first outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in Wuhan, Hubei, China in December 2019, it is now recognized as a pandemic by the World Health Organization (WHO) as more than 200 countries and territories worldwide are affected with an increasing incidence. The SARS-CoV-2 infection results in a spectrum of non-specific signs and symptoms, ranging from asymptomatic infection, to flu-like illness such as fever, cough, dry cough and fatigue, to pneumonia, acute respiratory distress syndrome, and even multi-organ failures with high morbidity and mortality. SARS-CoV-2 is mainly transmitted through respiratory droplets that infected people exhale during incubation and onset period. By 12 June 2020, over 7.5 million confirmed cases of Coronavirus disease 2019 (COVID-19) with more than 421,000 deaths in the world have been reported to the WHO. No specific medication is approved to treat COVID-19, raising the urgent need for antiviral drug development. By 12 June 2020, there are over 1000 clinical trials registered in clinicaltrials.gov for treatment of COVID-19. This review summarizes the epidemiology, virology, clinical presentation, pathophysiology, diagnosis, and particularly the antiviral drugs currently under clinical trials for treatment of SARS-CoV-2 infection, together with the challenges and perspectives of this disease are also discussed. © 2020 The Author","Challenges; Clinical trials; COVID-19; Infection; SARS-CoV-2","antivirus agent; arbidol; ascorbic acid; blocking antibody; CD147 antibody; chloroquine; immunoglobulin; lopinavir plus ritonavir; methylprednisolone; programmed death 1 receptor; recombinant enzyme; recombinant human angiotensin converting enzyme 2; remdesivir; unclassified drug; virus vaccine; abnormal laboratory result; antibody detection; antiviral therapy; bacteriotherapy; Chinese medicine; clinical feature; computer assisted tomography; convalescent plasma; coronavirus disease 2019; diagnostic procedure; disease duration; epidemic; exosome; geographic distribution; global disease burden; global health; human; immunoregulation; immunotherapy; incubation time; mesenchymal stem cell; mesenchymal stem cell transplantation; nonhuman; nucleic acid analysis; pandemic; pathophysiology; phase 1 clinical trial (topic); phase 2 clinical trial (topic); phase 3 clinical trial (topic); phase 4 clinical trial (topic); plasma; plasma transfusion; priority journal; randomized controlled trial (topic); Review; Severe acute respiratory syndrome coronavirus 2; thorax radiography; vaccination; virology; virus detection; virus diagnosis; virus shedding; virus transmission; washed microbiota transplantation",,"Biomed. Pharmacother.",Review,"Final",Open Access,Scopus,2-s2.0-85087525104
"Samson R., Navale G.R., Dharne M.S.","57208276472;56780066200;56255434700;","Biosensors: frontiers in rapid detection of COVID-19",2020,"3 Biotech","10","9", 385,"","",,,"10.1007/s13205-020-02369-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089220956&doi=10.1007%2fs13205-020-02369-0&partnerID=40&md5=34bb4655b725b168688382ecdf127597","The rapid community-spread of novel human coronavirus 2019 (nCOVID19 or SARS-Cov2) and morbidity statistics has put forth an unprecedented urge for rapid diagnostics for quick and sensitive detection followed by contact tracing and containment strategies, especially when no vaccine or therapeutics are known. Currently, quantitative real-time polymerase chain reaction (qRT-PCR) is being used widely to detect COVID-19 from various types of biological specimens, which is time-consuming, labor-intensive and may not be rapidly deployable in remote or resource-limited settings. This might lead to hindrance in acquiring realistic data of infectivity and community spread of SARS-CoV-2 in the population. This review summarizes the existing status of current diagnostic methods, their possible limitations, and the advantages of biosensor-based diagnostics over the conventional ones for the detection of SARS-Cov-2. Novel biosensors used to detect RNA-viruses include CRISPR-Cas9 based paper strip, nucleic-acid based, aptamer-based, antigen-Au/Ag nanoparticles-based electrochemical biosensor, optical biosensor, and Surface Plasmon Resonance. These could be effective tools for rapid, authentic, portable, and more promising diagnosis in the current pandemic that has affected the world economies and humanity. Present challenges and future perspectives of developing robust biosensors devices for rapid, scalable, and sensitive detection and management of COVID-19 are presented in light of the test-test-test theme of the World Health Organization (WHO). © 2020, King Abdulaziz City for Science and Technology.","Biosensors; COVID-19; Rapid detection; SARS-CoV-2",,,"3 Biotech",Review,"Final",Open Access,Scopus,2-s2.0-85089220956
"Griffin J.W.D.","57193381895;","SARS-CoV and SARS-CoV-2 main protease residue interaction networks change when bound to inhibitor N3",2020,"Journal of Structural Biology","211","3", 107575,"","",,,"10.1016/j.jsb.2020.107575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087949991&doi=10.1016%2fj.jsb.2020.107575&partnerID=40&md5=fbb60156aa981ab42c3671ebba3f87b4","COVID-19 is a respiratory disease caused by the coronavirus SARS-CoV-2. SARS-CoV-2 has many similarities with SARS-CoV. Both viruses rely on a protease called the main protease, or Mpro, for replication. Therefore, inhibiting Mpro may be a successful strategy for treating COVID-19. Structures of the main proteases of SARS-CoV and SARS-CoV-2 with and without inhibitor N3 are available in the Protein Data Bank. Comparing these structures revealed residue interaction network changes associated with N3 inhibition. Comparing network clustering with and without inhibitor N3 identified the formation of a cluster of residues 17, 18, 30–33, 70, 95, 98, 103, 117, 122, and 177 as a network change in both viral proteases when bound to inhibitor N3. Betweenness and stress centrality differences as well as differences in bond energies and relative B-factors when comparing free Mpro to inhibitor-bound Mpro identified residues 131, 175, 182, and 185 as possibly conformationally relevant when bound to the inhibitor N3. Taken together, these results provide insight into conformational changes of betacoronavirus Mpros when bound to an inhibitor. © 2020 Elsevier Inc.","2019-CoV; 3CLpro; Betweenness; COVID-19; Mpro","proteinase; proteinase inhibitor; proteinase inhibitor N3; unclassified drug; 3C-like proteinase, Coronavirus; antivirus agent; cysteine proteinase; enzyme inhibitor; ORF1ab polyprotein, SARS-CoV-2; protein binding; viral protein; Article; controlled study; enzyme active site; enzyme inhibition; enzyme structure; genetic conservation; nonhuman; priority journal; protein database; protein protein interaction; protein structure; SARS coronavirus; Severe acute respiratory syndrome coronavirus 2; Betacoronavirus; cluster analysis; Coronavirus infection; drug design; enzymology; human; pandemic; SARS coronavirus; virus pneumonia; Antiviral Agents; Betacoronavirus; Catalytic Domain; Cluster Analysis; Coronavirus Infections; Cysteine Endopeptidases; Drug Design; Enzyme Inhibitors; Humans; Pandemics; Pneumonia, Viral; Protein Binding; SARS Virus; Viral Nonstructural Proteins; Viral Proteins","32653646","J. Struct. Biol.",Article,"Final",,Scopus,2-s2.0-85087949991
"Goel S., Hawi S., Goel G., Thakur V.K., Agrawal A., Hoskins C., Pearce O., Hussain T., Upadhyaya H.M., Cross G., Barber A.H.","52463649500;57210576542;37040365300;23977355000;12645985700;37099779100;26423157100;57210474707;7005613112;8654776000;7101961024;","Resilient and agile engineering solutions to address societal challenges such as coronavirus pandemic",2020,"Materials Today Chemistry","17",, 100300,"","",,,"10.1016/j.mtchem.2020.100300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087202472&doi=10.1016%2fj.mtchem.2020.100300&partnerID=40&md5=0a11ea285f500ebbc9b17565713828aa","The world is witnessing tumultuous times as major economic powers including the US, UK, Russia, India, and most of Europe continue to be in a state of lockdown. The worst-hit sectors due to this lockdown are sales, production (manufacturing), transport (aerospace and automotive) and tourism. Lockdowns became necessary as a preventive measure to avoid the spread of the contagious and infectious “Coronavirus Disease 2019” (COVID-19). This newly identified disease is caused by a new strain of the virus being referred to as Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS CoV-2; formerly called 2019-nCoV). We review the current medical and manufacturing response to COVID-19, including advances in instrumentation, sensing, use of lasers, fumigation chambers and development of novel tools such as lab-on-the-chip using combinatorial additive and subtractive manufacturing techniques and use of molecular modelling and molecular docking in drug and vaccine discovery. We also offer perspectives on future considerations on climate change, outsourced versus indigenous manufacturing, automation, and antimicrobial resistance. Overall, this paper attempts to identify key areas where manufacturing can be employed to address societal challenges such as COVID-19. © 2020","Climate change; Manufacturing; Nanotechnology; PPE; SARS CoV-2; Sensing","Automotive industry; Binary alloys; Climate change; Diseases; Molecular modeling; Potassium alloys; Uranium alloys; Viruses; Agile engineerings; Antimicrobial resistances; Coronaviruses; Lab-on-the-chip; Manufacturing techniques; Molecular docking; Preventive measures; Severe acute respiratory syndrome coronavirus; Manufacture",,"Mater. Today Chem.",Article,"Final",Open Access,Scopus,2-s2.0-85087202472
"HILAL EL IDRISSI H.","57217157958;","COVID-19: What you need to know",2020,"Gene Reports","20",, 100756,"","",,,"10.1016/j.genrep.2020.100756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086507078&doi=10.1016%2fj.genrep.2020.100756&partnerID=40&md5=451cd537b8f00868eef58026f8bdd408","The new SARS-CoV-2 (Severe acute respiratory syndrome coronavirus 2) belongs to the family of coronaviruses, and it is a new strain of coronavirus that has not been previously identified in humans. It causes a contagious disease, which affects the respiratory system and can lead to severe complications in some cases. This virus was detected in China, then rapidly spread to almost all countries. Because of their complexity and the malignancy of the symptoms, they remain a center of interest for researchers. Herein, we provide a review in terms of transmission, clinical presentation, diagnosis, and treatment options in clinical trials of COVID-19 (coronavirus disease 2019), because readers need to update themselves regularly, and there is still much more to know about it. © 2020 Elsevier Inc.","Clinical; COVID-19; Diagnosis; SARS-CoV-2; Transmission; Treatment","antivirus agent; antiviral therapy; clinical feature; clinical trial (topic); coronavirus disease 2019; diagnostic test; human; Letter; nonhuman; priority journal; Severe acute respiratory syndrome coronavirus 2; virus examination; virus transmission",,"Gene Rep.",Letter,"Final",Open Access,Scopus,2-s2.0-85086507078
"Setti L., Passarini F., De Gennaro G., Barbieri P., Perrone M.G., Borelli M., Palmisani J., Di Gilio A., Torboli V., Fontana F., Clemente L., Pallavicini A., Ruscio M., Piscitelli P., Miani A.","56908073400;6603410838;6701545353;7006755861;55358590600;7004207098;46461925300;57217631443;55822444800;57217579703;57194005970;6602690687;6701479824;36944994400;57211192776;","SARS-Cov-2RNA found on particulate matter of Bergamo in Northern Italy: First evidence",2020,"Environmental Research","188",, 109754,"","",,9,"10.1016/j.envres.2020.109754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086118441&doi=10.1016%2fj.envres.2020.109754&partnerID=40&md5=78a26a050950388fcd43f29cf8d4c598","Background: The burden of COVID-19 was extremely severe in Northern Italy, an area characterized by high concentrations of particulate matter (PM), which is known to negatively affect human health. Consistently with evidence already available for other viruses, we initially hypothesized the possibility of SARS-CoV-2 presence on PM, and we performed a first experiment specifically aimed at confirming or excluding this research hyphotesys. Methods: We have collected 34 PM10 samples in Bergamo area (the epicenter of the Italian COVID-19 epidemic) by using two air samplers over a continuous 3-weeks period. Filters were properly stored and underwent RNA extraction and amplification according to WHO protocols in two parallel blind analyses performed by two different authorized laboratories. Up to three highly specific molecular marker genes (E, N, and RdRP) were used to test the presence of SARS-CoV-2 RNA on particulate matter. Results: The first test showed positive results for gene E in 15 out of 16 samples, simultaneously displaying positivity also for RdRP gene in 4 samples. The second blind test got 5 additional positive results for at least one of the three marker genes. Overall, we tested 34 RNA extractions for the E, N and RdRP genes, reporting 20 positive results for at least one of the three marker genes, with positivity separately confirmed for all the three markers. Control tests to exclude false positivities were successfully accomplished. Conclusion: This is the first evidence that SARS-CoV-2 RNA can be present on PM, thus suggesting a possible use as indicator of epidemic recurrence. © 2020 Elsevier Inc.","Air pollution; COVID-19; Particulate matter; SARS-CoV-2","virus RNA; epidemic; experimental study; gene expression; particulate matter; public health; RNA; virus; air sampling; airborne virus; Article; controlled study; coronavirus disease 2019; humidity; Italy; nonhuman; particulate matter; priority journal; RNA extraction; Severe acute respiratory syndrome coronavirus 2; World Health Organization; Bergamo; Italy; Lombardy; SARS coronavirus","32526492","Environ. Res.",Article,"Final",Open Access,Scopus,2-s2.0-85086118441
"Franklin A.B., Bevins S.N.","35909909000;22949896900;","Spillover of SARS-CoV-2 into novel wild hosts in North America: A conceptual model for perpetuation of the pathogen",2020,"Science of the Total Environment","733",, 139358,"","",,2,"10.1016/j.scitotenv.2020.139358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084436656&doi=10.1016%2fj.scitotenv.2020.139358&partnerID=40&md5=cfcba945e09fa091cd5f7f264da60864","There is evidence that the current outbreak of the novel coronavirus SARS-CoV-2, which causes COVID-19, is of animal origin. As with a number of zoonotic pathogens, there is a risk of spillover into novel hosts. Here, we propose a hypothesized conceptual model that illustrates the mechanism whereby the SARS-CoV-2 could spillover from infected humans to naive wildlife hosts in North America. This proposed model is premised on transmission of SARS-CoV-2 from human feces through municipal waste water treatment plants into the natural aquatic environment where potential wildlife hosts become infected. We use the existing literature on human coronaviruses, including SARS CoV, to support the potential pathways and mechanisms in the conceptual model. Although we focus on North America, our conceptual model could apply to other parts of the globe as well. © 2020","Bats; COVID-19; Raccoons; Sewage; Spillback; Waste water treatment plants","Animals; Waste treatment; Wastewater treatment; Water treatment; Conceptual model; Coronaviruses; Human feces; Municipal wastewater treatment plants; Natural aquatic environments; Cobalt alloys; conceptual framework; COVID-19; disease transmission; epidemiology; pathogen; respiratory disease; risk assessment; severe acute respiratory syndrome; wastewater treatment plant; aquatic environment; Article; bat; conceptual model; Coronaviridae; coronavirus disease 2019; epidemic; feces; fluid intake; human; nonhuman; North America; pathogenesis; priority journal; SARS coronavirus; scientific literature; Severe acute respiratory syndrome coronavirus 2; virus transmission; waste water treatment plant; water contamination; wild animal; wildlife; zoonosis; animal; Betacoronavirus; biological model; Coronavirus infection; North America; pandemic; sewage; virology; virus pneumonia; waste water; water pollutant; wild animal; North America; Animalia; Coronavirus; Procyon; SARS coronavirus; Animals; Animals, Wild; Betacoronavirus; Coronavirus Infections; Feces; Humans; Models, Biological; North America; Pandemics; Pneumonia, Viral; Waste Disposal, Fluid; Waste Water; Water Pollutants","32416535","Sci. Total Environ.",Article,"Final",,Scopus,2-s2.0-85084436656
"Falzone L., Musso N., Gattuso G., Bongiorno D., Palermo C.I., Scalia G., Libra M., Stefani S.","57057684700;36154776400;57215857015;16401095700;36131741600;7004340035;6603852432;57210774705;","Sensitivity assessment of droplet digital PCR for SARS-CoV-2 detection",2020,"International journal of molecular medicine","46","3",,"957","964",,1,"10.3892/ijmm.2020.4673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088515588&doi=10.3892%2fijmm.2020.4673&partnerID=40&md5=41577e091b83469997a7ca411e87b1ef","Reverse transcription‑quantitative polymerase chain reaction (RT‑qPCR) is the gold standard method for the diagnosis of COVID‑19 infection. Due to pre‑analytical and technical limitations, samples with low viral load are often misdiagnosed as false‑negative samples. Therefore, it is important to evaluate other strategies able to overcome the limits of RT‑qPCR. Blinded swab samples from two individuals diagnosed positive and negative for COVID‑19 were analyzed by droplet digital PCR (ddPCR) and RT‑qPCR in order to assess the sensitivity of both methods. Intercalation chemistries and a World Health Organization (WHO)/Center for Disease Control and Prevention (CDC)‑approved probe for the SARS‑CoV‑2 N gene were used. SYBR‑Green RT‑qPCR is not able to diagnose as positive samples with low viral load, while, TaqMan Probe RT‑qPCR gave positive signals at very late Ct values. On the contrary, ddPCR showed higher sensitivity rate compared to RT‑qPCR and both EvaGreen and probe ddPCR were able to recognize the sample with low viral load as positive even at 10‑fold diluted concentration. In conclusion, ddPCR shows higher sensitivity and specificity compared to RT‑qPCR for the diagnosis of COVID‑19 infection in false‑negative samples with low viral load. Therefore, ddPCR is strongly recommended in clinical practice for the diagnosis of COVID‑19 and the follow‑up of positive patients until complete remission.",,"coronavirus spike glycoprotein; nucleocapsid protein; nucleocapsid protein, Coronavirus; ORF1ab polyprotein, SARS-CoV-2; spike glycoprotein, SARS-CoV; viral protein; virus RNA; Betacoronavirus; Coronavirus infection; genetics; human; pandemic; procedures; real time polymerase chain reaction; reverse transcription polymerase chain reaction; sensitivity and specificity; virus pneumonia; Betacoronavirus; Coronavirus Infections; Humans; Nucleocapsid Proteins; Pandemics; Pneumonia, Viral; Real-Time Polymerase Chain Reaction; Reverse Transcriptase Polymerase Chain Reaction; RNA, Viral; Sensitivity and Specificity; Spike Glycoprotein, Coronavirus; Viral Proteins","32705153","Int. J. Mol. Med.",Article,"Final",Open Access,Scopus,2-s2.0-85088515588
"Ullrich S., Nitsche C.","57217532024;36470788300;","The SARS-CoV-2 main protease as drug target",2020,"Bioorganic and Medicinal Chemistry Letters","30","17", 127377,"","",,,"10.1016/j.bmcl.2020.127377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087353026&doi=10.1016%2fj.bmcl.2020.127377&partnerID=40&md5=51f6fee7bf2afd6c791ad684b68bed62","The unprecedented pandemic of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is threatening global health. The virus emerged in late 2019 and can cause a severe disease associated with significant mortality. Several vaccine development and drug discovery campaigns are underway. The SARS-CoV-2 main protease is considered a promising drug target, as it is dissimilar to human proteases. Sequence and structure of the main protease are closely related to those from other betacoronaviruses, facilitating drug discovery attempts based on previous lead compounds. Covalently binding peptidomimetics and small molecules are investigated. Various compounds show antiviral activity in infected human cells. © 2020 Elsevier Ltd","Antivirals; Coronavirus; COVID-19; Peptidomimetics; Protease inhibitors","proteinase; amino acid sequence; coronavirus disease 2019; crystal structure; drug targeting; enzyme specificity; enzyme structure; epidemic; human; Middle East respiratory syndrome coronavirus; molecular recognition; nonhuman; pandemic; protein cleavage; protein targeting; Review; Severe acute respiratory syndrome coronavirus 2; structure activity relation; virus replication","32738988","Bioorg. Med. Chem. Lett.",Review,"Final",,Scopus,2-s2.0-85087353026
"Jayaweera M., Perera H., Gunawardana B., Manatunge J.","6506860311;57217184101;25653028000;6603194075;","Transmission of COVID-19 virus by droplets and aerosols: A critical review on the unresolved dichotomy",2020,"Environmental Research","188",, 109819,"","",,1,"10.1016/j.envres.2020.109819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086663440&doi=10.1016%2fj.envres.2020.109819&partnerID=40&md5=e176417fbf5b2d04dae6ec7861066e44","The practice of social distancing and wearing masks has been popular worldwide in combating the contraction of COVID-19. Undeniably, although such practices help control the COVID-19 pandemic to a greater extent, the complete control of virus-laden droplet and aerosol transmission by such practices is poorly understood. This review paper intends to outline the literature concerning the transmission of virus-laden droplets and aerosols in different environmental settings and demonstrates the behavior of droplets and aerosols resulted from a cough-jet of an infected person in various confined spaces. The case studies that have come out in different countries have, with prima facie evidence, manifested that the airborne transmission plays a profound role in contracting susceptible hosts. The infection propensities in confined spaces (airplane, passenger car, and healthcare center) by the transmission of droplets and aerosols under varying ventilation conditions were discussed. Interestingly, the nosocomial transmission by airborne SARS-CoV-2 virus-laden aerosols in healthcare facilities may be plausible. Hence, clearly defined, science-based administrative, clinical, and physical measures are of paramount importance to eradicate the COVID-19 pandemic from the world. © 2020 Elsevier Inc.","Airborne transmission; Coronavirus; Lockdown; Masks; SARS-CoV-2","aerosol; disease control; disease transmission; health care; literature review; virus; aerosol; airborne microorganism; aircraft; airflow; car; coronavirus disease 2019; coughing; environmental factor; environmental parameters; human; humidity; infection prevention; pandemic; priority journal; quarantine station; radiation; Review; Severe acute respiratory syndrome coronavirus 2; sunlight; temperature; viral clearance; virus transmission; Coronavirus; SARS coronavirus","32569870","Environ. Res.",Review,"Final",,Scopus,2-s2.0-85086663440
"Swapnarekha H., Behera H.S., Nayak J., Naik B.","57217014695;21233604200;56340101200;56493274100;","Role of intelligent computing in COVID-19 prognosis: A state-of-the-art review",2020,"Chaos, Solitons and Fractals","138",, 109947,"","",,2,"10.1016/j.chaos.2020.109947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730800&doi=10.1016%2fj.chaos.2020.109947&partnerID=40&md5=85f9406666154702d168ea02d507fef1","The World Health Organization (WHO) declared novel coronavirus 2019 (COVID-19), an infectious epidemic caused by SARS-CoV-2, as Pandemic in March 2020. It has affected more than 40 million people in 216 countries. Almost in all the affected countries, the number of infected and deceased patients has been enhancing at a distressing rate. As the early prediction can reduce the spread of the virus, it is highly desirable to have intelligent prediction and diagnosis tools. The inculcation of efficient forecasting and prediction models may assist the government in implementing better design strategies to prevent the spread of virus. In this paper, a state-of-the-art analysis of the ongoing machine learning (ML) and deep learning (DL) methods in the diagnosis and prediction of COVID-19 has been done. Moreover, a comparative analysis on the impact of machine learning and other competitive approaches like mathematical and statistical models on COVID-19 problem has been conducted. In this study, some factors such as type of methods(machine learning, deep learning, statistical & mathematical) and the impact of COVID research on the nature of data used for the forecasting and prediction of pandemic using computing approaches has been presented. Finally some important research directions for further research on COVID-19 are highlighted which may facilitate the researchers and technocrats to develop competent intelligent models for the prediction and forecasting of COVID-19 real time data. © 2020 Elsevier Ltd","COVID-19; Deep learning; Machine learning; SARS-CoV-2; Statistical methods","Deep learning; Diagnosis; Diseases; Forecasting; Intelligent computing; Viruses; Comparative analysis; Design strategies; Intelligent models; Intelligent prediction; Prediction and forecasting; State of the art; State-of-the art reviews; World Health Organization; Learning systems",,"Chaos Solitons Fractals",Article,"Final",Open Access,Scopus,2-s2.0-85085730800
"dos Santos W.G.","57217855913;","Natural history of COVID-19 and current knowledge on treatment therapeutic options",2020,"Biomedicine and Pharmacotherapy","129",, 110493,"","",,,"10.1016/j.biopha.2020.110493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087729090&doi=10.1016%2fj.biopha.2020.110493&partnerID=40&md5=82cb4bf8eae9c03dcd52fc46983afaf0","Despite intense research there is currently no effective vaccine available against the new severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) emerged in the later 2019 and responsible for the COVID-19 pandemic. This infectious and communicable disease has become one of the major public health challenges in the world. The clinical management of COVID-19 has been limited to infection prevention and control measures associated with supportive care such as supplemental oxygen and mechanical ventilation. Meanwhile efforts to find an effective treatment to inhibit virus replication, mitigate the symptoms, increase survival and decrease mortality rate are ongoing. Several classes of drugs, many of them already in use for other diseases, are being evaluated based on the body of clinical knowledge obtained from infected patients regarding to the natural history and evolution of the infection. Herein we will provide an updated overview of the natural history and current knowledge on drugs and therapeutic agents being tested for the prevention and treatment of COVID-19. These include different classes of drugs such as antiviral agents (chloroquine, ivermectin, nitazoxanide, hydroxychloroquine, lopinavir, remdesivir, tocilizumab), supporting agents (Vitamin C, Vitamin D, azithromycin, corticosteroids) and promising investigational vaccines. Considering the controversies and excessive number of compounds being tested and reported in the literature we hope that this review can provide useful and updated consolidated information on potential drugs used to prevent, control and treat COVID-19 patients worldwide. © 2020 The Author","Anakinra; Convalescent plasma; Corticosteroids; Hydroxychloroquine; SARS-CoV-2; Vaccine","angiotensin 1 receptor antagonist; anticoagulant agent; antiinflammatory agent; arbidol; ascorbic acid; azithromycin; chloroquine; corticosteroid; dipeptidyl carboxypeptidase inhibitor; favipiravir; hydroxychloroquine; ivermectin; lopinavir plus ritonavir; nitazoxanide; remdesivir; umifenovir; virus vaccine; vitamin D; zinc; clinical feature; combination drug therapy; convalescent plasma therapy; coronavirus disease 2019; corticosteroid therapy; human; incubation time; knowledge; pathophysiology; plasma transfusion; priority journal; Review; virus replication",,"Biomed. Pharmacother.",Review,"Final",Open Access,Scopus,2-s2.0-85087729090
"Banu N., Panikar S.S., Leal L.R., Leal A.R.","57211630424;57202337047;57217066682;57217069298;","Protective role of ACE2 and its downregulation in SARS-CoV-2 infection leading to Macrophage Activation Syndrome: Therapeutic implications",2020,"Life Sciences","256",, 117905,"","",,2,"10.1016/j.lfs.2020.117905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086020267&doi=10.1016%2fj.lfs.2020.117905&partnerID=40&md5=f02736b3ac518225a643a622ab3d41dc","In light of the outbreak of the 2019 novel coronavirus disease (COVID-19), the international scientific community has joined forces to develop effective treatment strategies. The Angiotensin-Converting Enzyme (ACE) 2, is an essential receptor for cell fusion and engulfs the SARS coronavirus infections. ACE2 plays an important physiological role, practically in all the organs and systems. Also, ACE2 exerts protective functions in various models of pathologies with acute and chronic inflammation. While ACE2 downregulation by SARS-CoV-2 spike protein leads to an overactivation of Angiotensin (Ang) II/AT1R axis and the deleterious effects of Ang II may explain the multiorgan dysfunction seen in patients. Specifically, the role of Ang II leading to the appearance of Macrophage Activation Syndrome (MAS) and the cytokine storm in COVID-19 is discussed below. In this review, we summarized the latest research progress in the strategies of treatments that mainly focus on reducing the Ang II-induced deleterious effects rather than attenuating the virus replication. © 2020","ACE2; Coronavirus; COVID-19; Macrophage Activation Syndrome (MAS); RAS system; SARS","dipeptidyl carboxypeptidase; bone marrow; cardiovascular function; central nervous system; comorbidity; coronavirus disease 2019; down regulation; endocrine system; enzyme activity; enzyme localization; gene expression regulation; human; immune response; immunity; intestinal epithelial immunity; liver protection; macrophage activation syndrome; renal protection; Review; Severe acute respiratory syndrome coronavirus 2; virus replication","32504757","Life Sci.",Review,"Final",,Scopus,2-s2.0-85086020267
"Jalandra R., Yadav A.K., Verma D., Dalal N., Sharma M., Singh R., Kumar A., Solanki P.R.","57217423946;57215092388;57217424023;57217423352;55308914700;57215038160;36062992000;13006971400;","Strategies and perspectives to develop SARS-CoV-2 detection methods and diagnostics",2020,"Biomedicine and Pharmacotherapy","129",, 110446,"","",,1,"10.1016/j.biopha.2020.110446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087213817&doi=10.1016%2fj.biopha.2020.110446&partnerID=40&md5=55db0b66883eb75ad5b05942e2d7af9a","To develop diagnostics and detection methods, current research is focussed on targeting the detection of coronavirus based on its RNA. Besides the RNA target, research reports are coming to develop diagnostics by targeting structure and other parts of coronavirus. PCR based detection system is widely used and various improvements in the PCR based detection system can be seen in the recent research reports. This review will discuss multiple detection methods for coronavirus for developing appropriate, reliable, and fast alternative techniques. Considering the current scenario of COVID-19 diagnostics around the world and an urgent need for the development of reliable and cheap diagnostic, various techniques based on CRISPR technology, antibody, MIP, LAMP, microarray, etc. should be discussed and tried. © 2020","Coronavirus; COVID-19; Diagnosis; PCR","aptamer; molecularly imprinted polymer; antibody detection; clustered regularly interspaced short palindromic repeat; coronavirus disease 2019; human; loop mediated isothermal amplification; microarray analysis; nonhuman; priority journal; Review; Severe acute respiratory syndrome coronavirus 2; virus detection; virus morphology",,"Biomed. Pharmacother.",Review,"Final",Open Access,Scopus,2-s2.0-85087213817
