"Soliz J., Schneider-Gasser E.M., Arias-Reyes C., Aliaga-Raduan F., Poma-Machicao L., Zubieta-Calleja G., Furuya W.I., Trevizan-Baú P., Dhingra R.R., Dutschmann M.","7801490364;15056941800;57203203885;57216499793;57216503287;31467443300;56124095000;57202943696;25947385100;6603427785;","Coping with hypoxemia: Could erythropoietin (EPO) be an adjuvant treatment of COVID-19?",2020,"Respiratory Physiology and Neurobiology","279",, 103476,"","",,1,"10.1016/j.resp.2020.103476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086381732&doi=10.1016%2fj.resp.2020.103476&partnerID=40&md5=af491541cbd893b588d1a92427ce5e32","A very recent epidemiological study provides preliminary evidence that living in habitats located at 2500 m above sea level (masl) might protect from the development of severe respiratory symptoms following infection with the novel SARS-CoV-2 virus. This epidemiological finding raises the question of whether physiological mechanisms underlying the acclimatization to high altitude identifies therapeutic targets for the effective treatment of severe acute respiratory syndrome pivotal to the reduction of global mortality during the COVID-19 pandemic. This article compares the symptoms of acute mountain sickness (AMS) with those of SARS-CoV-2 infection and explores overlapping patho-physiological mechanisms of the respiratory system including impaired oxygen transport, pulmonary gas exchange and brainstem circuits controlling respiration. In this context, we also discuss the potential impact of SARS-CoV-2 infection on oxygen sensing in the carotid body. Finally, since erythropoietin (EPO) is an effective prophylactic treatment for AMS, this article reviews the potential benefits of implementing FDA-approved erythropoietin-based (EPO) drug therapies to counteract a variety of acute respiratory and non-respiratory (e.g. excessive inflammation of vascular beds) symptoms of SARS-CoV-2 infection. © 2020 Elsevier B.V.","Acute respiratory distress; High-altitude hypoxia; Hypoxic acclimatization; Respiratory system; Silent hypoxemia","erythropoietin; erythropoietin; acclimatization; adjuvant therapy; altitude; altitude disease; Article; brain stem; carotid body; coronavirus disease 2019; hypoxemia; hypoxic lung vasoconstriction; lung gas exchange; neuroprotection; oxygen consumption; oxygen sensing; oxygen transport; pathogenesis; pathophysiology; priority journal; respiration control; Severe acute respiratory syndrome coronavirus 2; altitude disease; comparative study; Coronavirus infection; human; hypoxia; immunology; metabolism; pandemic; pathophysiology; physiology; virus pneumonia; Acclimatization; Altitude Sickness; Coronavirus Infections; Erythropoietin; Humans; Hypoxia; Pandemics; Pneumonia, Viral","32522574","Respir. Physiol. Neurobiol.",Article,"Final",Open Access,Scopus,2-s2.0-85086381732
"Valent P., Akin C., Bonadonna P., Brockow K., Niedoszytko M., Nedoszytko B., Butterfield J.H., Alvarez-Twose I., Sotlar K., Schwaab J., Jawhar M., Reiter A., Castells M., Sperr W.R., Kluin-Nelemans H.C., Hermine O., Gotlib J., Zanotti R., Broesby-Olsen S., Horny H.-P., Triggiani M., Siebenhaar F., Orfao A., Metcalfe D.D., Arock M., Hartmann K.","35414309600;36845542000;6603061858;7003392139;6603308598;6602094336;16135457500;23501110900;6701781610;50562155000;55930635700;7102471312;7005236795;35419480500;7005436033;34570066300;6602140523;7004340716;8953551800;7004950812;7004572529;6507526265;7102602445;35414586100;56283446900;7201407351;","Risk and management of patients with mastocytosis and MCAS in the SARS-CoV-2 (COVID-19) pandemic: Expert opinions",2020,"Journal of Allergy and Clinical Immunology","146","2",,"300","306",,,"10.1016/j.jaci.2020.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088841314&doi=10.1016%2fj.jaci.2020.06.009&partnerID=40&md5=20a999bac14f57f2d82e0579518c1f1b","The coronavirus disease 2019 (COVID-19) (caused by severe acute respiratory syndrome coronavirus 2) pandemic has massively distorted our health care systems and caused catastrophic consequences in our affected communities. The number of victims continues to increase, and patients at risk can only be protected to a degree, because the virulent state may be asymptomatic. Risk factors concerning COVID-19–induced morbidity and mortality include advanced age, an impaired immune system, cardiovascular or pulmonary diseases, obesity, diabetes mellitus, and cancer treated with chemotherapy. Here, we discuss the risk and impact of COVID-19 in patients with mastocytosis and mast cell activation syndromes. Because no published data are yet available, expert opinions are, by necessity, based on case experience and reports from patients. Although the overall risk to acquire the severe acute respiratory syndrome coronavirus 2 may not be elevated in mast cell disease, certain conditions may increase the risk of infected patients to develop severe COVID-19. These factors include certain comorbidities, mast cell activation–related events affecting the cardiovascular or bronchopulmonary system, and chemotherapy or immunosuppressive drugs. Therefore, such treatments should be carefully evaluated on a case-by-case basis during a COVID-19 infection. In contrast, other therapies, such as anti–mediator-type drugs, venom immunotherapy, or vitamin D, should be continued. Overall, patients with mast cell disorders should follow the general and local guidelines in the COVID-19 pandemic and advice from their medical provider. © 2020 The Authors","coronavirus; COVID-19; KIT D816V; mast cell activation syndrome; Mast cells; mastocytosis; SARS-CoV-2; tryptase","Article; clinical feature; comorbidity; coronavirus disease 2019; disease exacerbation; disease predisposition; disease severity; human; immune system; infection risk; lymphatic system disease; mast cell; mast cell activation syndrome; mastocytosis; nonhuman; pandemic; patient care; priority journal; risk factor; Severe acute respiratory syndrome coronavirus 2; symptomatology; virus transmission","32561389","J. Allergy Clin. Immunol.",Article,"Final",Open Access,Scopus,2-s2.0-85088841314
"Crisafulli S., Isgrò V., La Corte L., Atzeni F., Trifirò G.","57193392105;56372273900;57217203599;6602899878;56577838700;","Potential Role of Anti-interleukin (IL)-6 Drugs in the Treatment of COVID-19: Rationale, Clinical Evidence and Risks",2020,"BioDrugs","34","4",,"415","422",,,"10.1007/s40259-020-00430-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086745495&doi=10.1007%2fs40259-020-00430-1&partnerID=40&md5=37b5809cf5adc3902ff9046d5ba41441","The epidemic due to severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection has been spreading globally, raising increasing concerns. This public health emergency has triggered a race to find medications to improve the prognosis of this disease. There is currently great interest in drug repositioning to manage SARS-CoV-2 infection, that is, the evaluation of the potential benefits of a drug that has already been proven safe and effective in humans for other approved indications. As interleukin-6 (IL-6) acts as a key driver of the inflammation associated with coronavirus disease 2019 (COVID-19), IL-6 and IL-6 receptor (IL-6R) inhibition appear to be promising targets for the treatment of COVID-19 patients. It is important to critically analyze the available evidence concerning the use of the available anti-IL-6 (siltuximab) and anti-IL-6R (tocilizumab and sarilumab) agents in COVID-19 patients, in terms of both benefit and risk. In this review, the pathogenesis of the cytokine storm induced by COVID-19, the role of IL-6 in this cytokine storm, the rationale for the use of anti-IL-6 agents, and key information on potential benefits and safety monitoring of these biologicals in COVID-19 patients is discussed. © 2020, Springer Nature Switzerland AG.",,"interleukin 6; interleukin 6 receptor; monoclonal antibody; sarilumab; siltuximab; tocilizumab; Coronavirus infection; human; metabolism; pandemic; pathology; risk assessment; safety; virus pneumonia; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Coronavirus Infections; Humans; Interleukin-6; Pandemics; Pneumonia, Viral; Receptors, Interleukin-6; Risk Assessment; Safety","32557214","BioDrugs",Article,"Final",Open Access,Scopus,2-s2.0-85086745495
"Di Lorenzo G., Di Trolio R., Kozlakidis Z., Busto G., Ingenito C., Buonerba L., Ferrara C., Libroia A., Ragone G., Ioio C.D., Savastano B., Polverino M., De Falco F., Iaccarino S., Leo E.","7006525054;23666704900;14632176900;6506513991;57193539153;57216897360;57216893755;57216898850;36634568400;57216897995;55815695900;57217128000;57216898383;57195502810;57216900968;","COVID 19 therapies and anti-cancer drugs: A systematic review of recent literature",2020,"Critical Reviews in Oncology/Hematology","152",, 102991,"","",,3,"10.1016/j.critrevonc.2020.102991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086369237&doi=10.1016%2fj.critrevonc.2020.102991&partnerID=40&md5=815e7ac1b04f853c70b9c4a4e98fa719","Background: It is reasonable to think that cancer patients undergoing chemotherapy, targeted therapy or immunotherapy could have a more aggressive course if positive for Coronavirus disease CoV-2 (COVID- 19). Methods: We conducted a literature review on https://www.ncbi.nlm.nih.gov/pubmed/, https://scholar.google.com, www.arxiv.org, www.biorxiv.org, of all articles published using the keywords COVID-19 therapy or treatment and cancer until May 2, 2020. A total of 205 articles were identified and 53 were included in this review. Results: We describe the ongoing COVID-19 therapies that should be known by oncologists and highlight the potential interactions with antineoplastic drugs, commonly used in clinical practice. The main drug interactions were found with tocilizumab, ruxolitinib and colchicine. Conclusions. The literature provides an inconclusive picture on potential preferred treatments for COVID-19 and their interactions with antineoplastic agents. Future clinical trials are needed to better understand the interactions between different drugs in the context of COVID-19 pandemic. © 2020 Elsevier B.V.","Antiviral therapy; Cancer; Coronavirus disease SARS-CoV-2 (COVID-19); Drug-interactions; Management","alectinib; anakinra; antidiabetic agent; antineoplastic agent; azithromycin; baricitinib; chloroquine; colchicine; doxorubicin; durvalumab; eculizumab; emapalumab; enzalutamide; favipiravir; fluorouracil; heparin; hydroxychloroquine; ivermectin; lopinavir plus ritonavir; regorafenib; remdesivir; ribavirin; ruxolitinib; sarilumab; siltuximab; taxane derivative; tocilizumab; trastuzumab; unindexed drug; vinblastine; antineoplastic agent; abdominal pain; affect; aggression; agitation; anemia; anorexia; antiviral therapy; arm disease; arthralgia; asthenia; ataxia; bleeding; bone marrow suppression; coma; confusion; constipation; convulsion; cornea injury; coronavirus disease 2019; diarrhea; digestive system perforation; dizziness; drowsiness; drug antagonism; drug effect; drug indication; drug mechanism; drug safety; drug tolerability; drug use; dysgeusia; erythema; eye edema; face disorder; foot disease; hallucination; hand disease; headache; heart rate; herpes zoster; human; hypercholesterolemia; hypertension; hypothyroidism; infection; injection site erythema; irritability; joint swelling; kidney failure; lethargy; leukopenia; liver disease; loss of appetite; migraine; muscle weakness; myalgia; nausea; nervousness; neutropenia; pain; pancreatic insufficiency; pandemic; paresthesia; pneumonia; pruritus; Review; Severe acute respiratory syndrome coronavirus 2; side effect; skin disease; skin edema; skin manifestation; stomach ulcer; systematic review; thrombocytopenia; tremor; upper respiratory tract infection; urinary tract infection; urticaria; virus pneumonia; vomiting; weakness; Betacoronavirus; Coronavirus infection; pandemic; virus pneumonia; Antineoplastic Agents; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral","32544802","Crit. Rev. Oncol. Hematol.",Review,"Final",Open Access,Scopus,2-s2.0-85086369237
"Bellinvia S., Edwards C.J., Schisano M., Banfi P., Fallico M., Murabito P.","57196261402;55320858500;57197763330;57216947838;57217874600;6506805360;","The unleashing of the immune system in COVID-19 and sepsis: the calm before the storm?",2020,"Inflammation Research","69","8",,"757","763",,,"10.1007/s00011-020-01366-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085506657&doi=10.1007%2fs00011-020-01366-6&partnerID=40&md5=071052cb946973a980fc506e3cc8d8a0","The novel coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is sorely testing health care systems and economies around the world and is rightly considered as the major health emergency in a century. Despite the course of the disease appearing to be mild in many cases, a significant proportion of symptomatic patients develop pneumonia requiring hospitalisation or progress to manifest respiratory complications leading to intensive care treatment. Potential interventions for SARS-CoV2-associated pneumonia are being tested, some of which holding promise, but as of today none of these has yet demonstrated outstanding efficacy in treating COVID-19. In this article, we discuss fresh perspectives and insights into the potential role of immune dysregulation in COVID-19 as well as similarities with systemic inflammatory response in sepsis and the rationale for exploring novel treatment options affecting host immune response. © 2020, Springer Nature Switzerland AG.","Checkpoint inhibitors; Covid-19; Cytokine storm; Immune dysregulation; Inflammatory receptors; Sepsis","Article; coronavirus disease 2019; cytokine storm; disease association; hospitalization; human; immune dysregulation; immune response; immune system; immunocompetent cell; immunomodulation; immunotherapy; innate immunity; intensive care; nonhuman; pandemic; pneumonia; sepsis; Severe acute respiratory syndrome coronavirus 2; Betacoronavirus; complication; Coronavirus infection; cytokine release syndrome; immune system; immunology; inflammation; sepsis; virology; virus pneumonia; biological marker; cytokine; Betacoronavirus; Biomarkers; Coronavirus Infections; Cytokine Release Syndrome; Cytokines; Humans; Immune System; Immunity, Innate; Inflammation; Pandemics; Pneumonia, Viral; Sepsis","32468151","Inflamm. Res.",Article,"Final",Open Access,Scopus,2-s2.0-85085506657
"Shin M.D., Shukla S., Chung Y.H., Beiss V., Chan S.K., Ortega-Rivera O.A., Wirth D.M., Chen A., Sack M., Pokorski J.K., Steinmetz N.F.","57218121140;7202528312;57217872500;56423758600;57218116602;57194114969;36555041700;57218118876;57218121759;6602586960;12779578600;","COVID-19 vaccine development and a potential nanomaterial path forward",2020,"Nature Nanotechnology","15","8",,"646","655",,1,"10.1038/s41565-020-0737-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087982244&doi=10.1038%2fs41565-020-0737-y&partnerID=40&md5=9b43677d2c0dbb9cf56020f0bb326544","The COVID-19 pandemic has infected millions of people with no clear signs of abatement owing to the high prevalence, long incubation period and lack of established treatments or vaccines. Vaccines are the most promising solution to mitigate new viral strains. The genome sequence and protein structure of the 2019-novel coronavirus (nCoV or SARS-CoV-2) were made available in record time, allowing the development of inactivated or attenuated viral vaccines along with subunit vaccines for prophylaxis and treatment. Nanotechnology benefits modern vaccine design since nanomaterials are ideal for antigen delivery, as adjuvants, and as mimics of viral structures. In fact, the first vaccine candidate launched into clinical trials is an mRNA vaccine delivered via lipid nanoparticles. To eradicate pandemics, present and future, a successful vaccine platform must enable rapid discovery, scalable manufacturing and global distribution. Here, we review current approaches to COVID-19 vaccine development and highlight the role of nanotechnology and advanced manufacturing. © 2020, Springer Nature Limited.",,"Diseases; Manufacture; Nanostructured materials; Advanced manufacturing; Genome sequences; Global distribution; Incubation periods; Lipid nanoparticles; Protein structures; Vaccine development; Viral structures; Vaccines; live vaccine; nanomaterial; nucleic acid base; severe acute respiratory syndrome vaccine; subunit vaccine; virus vector; coronavirus disease 2019; drug delivery system; drug design; drug distribution; drug manufacture; human; nanotechnology; nonhuman; priority journal; Review; Severe acute respiratory syndrome coronavirus 2","32669664","Nat. Nanotechnol.",Review,"Final",Open Access,Scopus,2-s2.0-85087982244
"Kim H.-S., Lee M.-S., Kim H.J., Sung Y.-K., Lee J., Shim S.-C., Park S.-H., Baek H.J.","57191717834;57216800239;57203630298;15754508900;14424388700;57217021138;57061461400;7006723835;","Self-care recommendations for patients with rheumatic diseases during the COVID-19 pandemic",2020,"Rheumatology International","40","8",,"1347","1349",,,"10.1007/s00296-020-04614-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085743253&doi=10.1007%2fs00296-020-04614-4&partnerID=40&md5=5279965c0b8c8b3c81d0b2dc8e7abf0a",[No abstract available],,"antiinflammatory agent; immunomodulating agent; vitamin D; airborne particle; coronavirus disease 2019; diet; disease exacerbation; exercise; fever; human; immunity; joint function; Letter; lupus vulgaris; mental health; mental performance; muscle weakness; pandemic; patient compliance; patient education; personal hygiene; priority journal; quality of life; rheumatic disease; risk factor; self care; South Korea; sun exposure; sunbathing; symptom; Betacoronavirus; Coronavirus infection; pandemic; rheumatic disease; virus pneumonia; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; Rheumatic Diseases; Self Care","32488428","Rheumatol. Int.",Letter,"Final",Open Access,Scopus,2-s2.0-85085743253
"Mahil S.K., Yiu Z.Z.N., Mason K.J., Dand N., Coker B., Wall D., Fletcher G., Bosma A., Capon F., Iversen L., Langan S.M., Di Meglio P., Musters A.H., Prieto-Merino D., Tsakok T., Warren R.B., Flohr C., Spuls P.I., Griffiths C.E.M., Barker J., Irvine A.D., Smith C.H.","55556386200;56304924200;57197184025;55627563000;26032507800;37040021500;57216735866;57194550342;7003850552;7202777984;55490520500;7801586680;56272165200;24478918700;54884646300;24072647800;6603013344;6602526028;56859845500;57208457312;12760891200;55927760000;","Global reporting of cases of COVID-19 in psoriasis and atopic dermatitis: an opportunity to inform care during a pandemic",2020,"British Journal of Dermatology","183","2",,"404","406",,3,"10.1111/bjd.19161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084481410&doi=10.1111%2fbjd.19161&partnerID=40&md5=1f6cd2565eb5dc0448d082f32feab666",[No abstract available],,"immunologic factor; atopic dermatitis; Betacoronavirus; Coronavirus infection; global disease burden; human; immunology; information processing; international cooperation; isolation and purification; observational study; pandemic; patient-reported outcome; psoriasis; register; treatment outcome; virology; virus pneumonia; Betacoronavirus; Coronavirus Infections; Datasets as Topic; Dermatitis, Atopic; Global Burden of Disease; Humans; Immunologic Factors; International Cooperation; Observational Studies as Topic; Pandemics; Patient Reported Outcome Measures; Pneumonia, Viral; Psoriasis; Registries; Treatment Outcome","32348554","Br. J. Dermatol.",Letter,"Final",Open Access,Scopus,2-s2.0-85084481410
"Kiselevskiy M., Shubina I., Chikileva I., Sitdikova S., Samoylenko I., Anisimova N., Kirgizov K., Suleimanova A., Gorbunova T., Varfolomeeva S.","57194337635;14013275700;6505574274;6603689370;57206666589;57193599393;56993972700;57218439801;57203912677;6507769528;","Immune pathogenesis of covid-19 intoxication: Storm or silence?",2020,"Pharmaceuticals","13","8", 166,"1","17",,,"10.3390/ph13080166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089177028&doi=10.3390%2fph13080166&partnerID=40&md5=6ffe9243f7f1d361f521ab1e550f3a68","Dysregulation of the immune system undoubtedly plays an important and, perhaps, determining role in the COVID-19 pathogenesis. While the main treatment of the COVID-19 intoxication is focused on neutralizing the excessive inflammatory response, it is worth considering an equally significant problem of the immunosuppressive conditions including immuno-paralysis, which lead to the secondary infection. Therefore, choosing a treatment strategy for the immune-mediated complications of coronavirus infection, one has to pass between Scylla and Charybdis, so that, in the fight against the “cytokine storm,” it is vital not to miss the point of the immune silence that turns into immuno-paralysis. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Acute respiratory distress syndrome (ARDS); COVID-19; Immuno-paralysis; Lymphopenia; Macrophage activation syndrome; “cytokine storm”","chemokine; corticosteroid; cytokine; Janus kinase inhibitor; tocilizumab; adult respiratory distress syndrome; cancer patient; continuous renal replacement therapy; coronavirus disease 2019; cytokine release; cytokine storm; dendritic cell; disease association; disease marker; disease severity; human; immune deficiency; immunopathology; lymphocytopenia; macrophage activation syndrome; mesenchymal stem cell; neutrophil count; plasma exchange; prognosis; regulatory T lymphocyte; Review; risk factor; T lymphocyte activation; virus infectivity",,"Pharmaceuticals",Review,"Final",Open Access,Scopus,2-s2.0-85089177028
"Casey R.T., Valk G.D., Schalin-Jäntti C., Grossman A.B., Thakker R.V.","55786996200;7003917351;6701824881;35401342800;7006722896;","Clinical management of neuroendocrine neoplasms (NENs)",2020,"European Journal of Endocrinology","183","2",,"G79","G88",,,"10.1530/EJE-20-0424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088261236&doi=10.1530%2fEJE-20-0424&partnerID=40&md5=5b922cae59273f6532652681744eb67b","In viral pandemics, most specifically Covid-19, many patients wi th neuroendocrine neoplasms (NENs), including phaeochromocytomas, paragangliomas and medullary thyroid carcinoma, may develop Covid-19 in a mild or severe form, or be concerned about the influence of viral infect ion relative to their anti-tumoral therapy. In general, newly presenting patients should be assessed, and patients rece ntly receiving chemotherapy, targeted therapy or radionuclide therapy, or showing tumour growth, should be close ly followed. For previously diagnosed patients, who have indolent disease, some delay in routine follow-up or t reatment may not be problematic. However, patients developing acute secretory syndromes due to functional neuroend ocrine neoplasms (such as of the pancreas, intestine or lung), phaeochromocytomas and paragangliomas, will require prompt treatment. Patients with lifethreatening Covid-19-related symptoms should be urgently treated and long-term anti-tumoral treatments may be temporarily delayed. In patients with especially aggressive NEN s, a careful judgement should be made regarding the severity of any Covid-19 illness, tumour grade, and the immunos uppressant effects of any planned chemotherapy, immunotherapy (e.g. interferon-alpha), targeted therapy or related treatment. In other cases, especially patients with completely resected NENs, or who are under surveillance for a g enetic disorder, a telephone or delayed consultation may be in order, balancing the risk of a delay against that of the possible development of Covid-19. © 2020 European Society of Endocrinology.",,"Article; bronchus carcinoid; cancer therapy; collaborative care team; coronavirus disease 2019; diagnostic imaging; disease surveillance; endocrine surgery; gastrinoma; gastrointestinal tumor; human; insulinoma; large intestine tumor; neuroendocrine tumor; neurosurgery; pancreas islet cell tumor; paraganglioma; pheochromocytoma; priority journal; resuscitation; small intestine tumor; thyroid medullary carcinoma; Betacoronavirus; cancer grading; Coronavirus infection; disease management; endocrinology; neuroendocrine tumor; pandemic; procedures; telemedicine; virus pneumonia; Betacoronavirus; Coronavirus Infections; Disease Management; Endocrinology; Humans; Neoplasm Grading; Neuroendocrine Tumors; Pandemics; Pneumonia, Viral; Telemedicine","32554825","Eur. J. Endocrinol.",Article,"Final",Open Access,Scopus,2-s2.0-85088261236
"Biesalski H.K.","35228767300;","Vitamin D deficiency and co-morbidities in COVID-19 patients – A fatal relationship?",2020,"NFS Journal","20",,,"10","21",,1,"10.1016/j.nfs.2020.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086469358&doi=10.1016%2fj.nfs.2020.06.001&partnerID=40&md5=3d532943ff89ea900ab7edf64a7536c6",[No abstract available],,,,"NFS J.",Article,"Final",Open Access,Scopus,2-s2.0-85086469358
"West T.A., Malik S., Nalpantidis A., Tran T., Cannon C., Bhonagiri D., Chan K., Cheong E., Wan Sai Cheong J., Cheung W., Choudhury F., Ernest D., Farah C.S., Fernando S., Kanapathipillai R., Kol M., Murfin B., Naqvi H., Shah A., Wagh A., Ojaimi S., Frankum B., Riminton S., Keat K.","57218517223;57218510438;57212306729;57218513593;57218513548;16021081500;57218509175;57218516701;56544652500;57218446383;57218511349;6603963817;57218510302;57218514412;47361225400;57200335143;57195603788;57218509829;57211542581;53868522100;26664919900;6602217404;57070421500;22979952800;","Tocilizumab for severe COVID-19 pneumonia: Case series of 5 Australian patients",2020,"International Journal of Rheumatic Diseases","23","8",,"1030","1039",,,"10.1111/1756-185X.13913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089366729&doi=10.1111%2f1756-185X.13913&partnerID=40&md5=02b85d5ea8e485277f0a940dbdf2ec5d","Aim: To describe the first Australian cases of severe acute respiratory syndrome-coronavirus 2 (SARS-CoV2) disease (COVID-19) pneumonia treated with the interleukin-6 receptor antagonist tocilizumab. Methods: Retrospective, open-label, real-world, uncontrolled, single-arm case series conducted in 2 tertiary hospitals in NSW, Australia and 1 tertiary hospital in Victoria, Australia. Five adult male patients aged between 46 and 74 years with type 1 respiratory failure due to COVID-19 pneumonia requiring intensive care unit (ICU) admission and biochemical evidence of systemic hyperinflammation (C-reactive protein greater than 100 mg/L; ferritin greater than 700 μg/L) were administered variable-dose tocilizumab. Results: At between 13 and 26 days follow-up, all patients are alive and have been discharged from ICU. Two patients have been discharged home. Two patients avoided endotracheal intubation. Oxygen therapy has been ceased in three patients. Four adverse events potentially associated with tocilizumab therapy occurred in three patients: ventilator-associated pneumonia, bacteremia associated with central venous catheterization, myositis and hepatitis. All patients received broad-spectrum antibiotics, 4 received corticosteroids and 2 received both lopinavir/ritonavir and hydroxychloroquine. The time from first tocilizumab administration to improvement in ventilation, defined as a 25% reduction in fraction of inspired oxygen required to maintain peripheral oxygen saturation greater than 92%, ranged from 7 hours to 4.6 days. Conclusions: Tocilizumab use was associated with favorable clinical outcome in our patients. We recommend tocilizumab be included in randomized controlled trials of treatment for patients with severe COVID-19 pneumonia, and be considered for compassionate use in such patients pending the results of these trials. © 2020 Asia Pacific League of Associations for Rheumatology and John Wiley & Sons Australia, Ltd","acute respiratory distress syndrome; coronavirus; immunomodulation; interleukin-6; pneumonia; tocilizumab; viral",,,"Int. J. Rheum. Dis.",Article,"Final",,Scopus,2-s2.0-85089366729
"Vuitton D.A., Vuitton L., Seillès E., Galanaud P.","7102150925;24469206500;7004003573;7102786513;","A plea for the pathogenic role of immune complexes in severe Covid-19",2020,"Clinical Immunology","217",, 108493,"","",,,"10.1016/j.clim.2020.108493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086101509&doi=10.1016%2fj.clim.2020.108493&partnerID=40&md5=5e57a90bec1301adba510ebd6df01cd4",[No abstract available],"Complement; Covid-19; Immune complexes; Immunopathology; SARS-CoV2","anakinra; angiotensin II; blk protein; CD40 ligand; complement component C3; complement component C4; dextro tyrosylisoleucylcysteinylvalyl 1 methyltryptophylglutaminylaspartyltryptophyl n methylglycylalanylhistidylarginylcysteinyl n methylisoleucinamide 3,13 cyclic sulfide; fcgr2a protein; immunoglobulin; immunoglobulin A; interleukin 1; interleukin 6; neutralizing antibody; protein; tocilizumab; unclassified drug; virus receptor; virus RNA; complement component C3; complement inhibitor; IL6 protein, human; interleukin 1 receptor; interleukin 1 receptor blocking agent; interleukin 6; virus antibody; age; antigen antibody complex; brain tissue; cardiovascular infection; cellular immunity; central nervous system infection; complement activation; convalescence; coronavirus disease 2019; critically ill patient; cytokine release syndrome; cytokine storm; diabetes mellitus; disease association; disease severity; endothelium cell; follow up; genetic susceptibility; glomerulus basement membrane; heart tissue; human; humoral immunity; hydrostatic pressure; hypertension; immunoglobulin deposition; immunopathology; infection risk; infectious agent; inflammation; innate immunity; kidney infection; kidney tissue; Letter; lung infection; microthrombus; microvasculature; mucocutaneous lymph node syndrome; occlusive cerebrovascular disease; preliminary data; priority journal; risk factor; serum sickness; Severe acute respiratory syndrome coronavirus 2; skin; virus virulence; antigen antibody complex; Betacoronavirus; biosynthesis; blood vessel; complication; Coronavirus infection; cytokine release syndrome; drug effect; immune complex disease; immunology; pandemic; pathogenicity; pathology; severe acute respiratory syndrome; severity of illness index; vasculitis; virology; virus pneumonia; Antibodies, Viral; Antigen-Antibody Complex; Betacoronavirus; Blood Vessels; Complement C3; Complement Inactivating Agents; Coronavirus Infections; Cytokine Release Syndrome; Humans; Immune Complex Diseases; Immunity, Humoral; Interleukin 1 Receptor Antagonist Protein; Interleukin-6; Pandemics; Pneumonia, Viral; Receptors, Interleukin-1; Severe Acute Respiratory Syndrome; Severity of Illness Index; Vasculitis","32526273","Clin. Immunol.",Letter,"Final",Open Access,Scopus,2-s2.0-85086101509
